user_id,file,start_idx,end_idx,dur_ms,n_points,path_len,straight_len,straightness,mean_speed,p95_speed,max_speed,mean_acc,p95_acc,max_acc,mean_jerk,p95_jerk,max_jerk,dx,dy,abs_dx,abs_dy,bbox_w,bbox_h,bbox_area,direction_changes,pause_ratio_20ms
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1000,1200,49.29600000400001,200.0,4632.39059979605,137.16448379956088,0.0296098700756365,2271.532934218006,8910.007107857553,15698.00378980825,-245.78594525859836,693002.3186462501,1156374.1574744023,630896.8875756551,96600246.37670821,148315081.31576663,49.29599999999999,-128.0,49.29599999999999,128.0,49.29599999999999,427.0,21049.391999999996,87.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1100,1300,50.240999937000026,200.0,3834.0452191618224,509.49467852863785,0.13288697691469084,1896.5854889726966,8420.016756984569,13158.003309378,213.44222150600265,577496.9155339663,1052994.8166894952,236684.99454824638,79173116.6755346,147715086.9497457,50.35699999999997,-507.0,50.35699999999997,507.0,50.35699999999997,937.0,47184.50899999998,93.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1200,1400,58.032000065000034,200.0,3908.5884142055124,90.14006880405633,0.02306205188462619,1960.1548748193302,10700.009738533736,16006.003888887022,-654.8649480103784,577496.9155339663,1197019.1167326835,99685.43408272271,87199207.2547235,146414058.0730295,58.002000000000066,-69.0,58.002000000000066,69.0,58.002000000000066,910.0,52781.82000000006,94.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1300,1500,79.58500003799998,200.0,4985.979344491363,442.2215355045478,0.0886930139398041,2351.4857561285485,12530.04033989888,22228.00267593649,-2353.0973831279107,924491.7166029111,1525294.405967065,1998031.4938856203,126600182.49818853,359959574.09573025,79.5920000000001,435.0,79.5920000000001,435.0,79.5920000000001,1146.0,91212.43200000012,95.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1400,1600,136.15300011600004,200.0,5776.757686976099,233.8407718854862,0.04047958812824854,2750.471998341535,12530.04033989888,29208.002128098626,12383.77054933546,779223.3606066594,2855642.6693168473,2235917.47855588,134379553.1473102,366679668.8283781,136.31399999999996,-190.0,136.31399999999996,190.0,136.31399999999996,1102.0,150218.02799999996,97.0,0.010050251256281407
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1500,1700,129.26600003199997,200.0,3557.8828625106676,449.96629278647083,0.12647023810922942,1706.0940481180612,7080.008431289241,27432.002204837507,-8440.393234227284,382689.9164286877,1190927.572496215,2368330.736013602,58817324.28716342,279062881.51015884,129.26199999999994,-431.0,129.26199999999994,431.0,129.26199999999994,633.0,81822.84599999996,98.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1600,1800,90.00999999099997,200.0,3211.094446129253,109.86965080949336,0.034215639761681085,1530.646040539308,7740.007676832807,17194.013961204884,-3555.4895190309785,498143.0767693929,1127800.5458507424,1270178.3098837184,67973002.85268489,208319392.17435235,90.01300000000003,-63.0,90.01300000000003,63.0,90.01300000000003,637.0,57338.281000000025,101.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1700,1900,73.87400007299993,200.0,3648.766079977676,78.32336767529848,0.021465713602494815,1750.5815349355003,8350.007017344924,17194.013961204884,95.1746926631598,529383.8005306592,1380596.4938106386,394582.76995129546,71991974.34525171,208319392.17435235,73.88199999999995,-26.0,73.88199999999995,26.0,73.88199999999995,637.0,47062.833999999966,88.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1800,2000,64.71300005900002,200.0,3668.244430296907,279.5912278327058,0.0762193559195497,1832.7861438550005,7290.00815901547,15400.015476823388,-1077.2535979616393,450628.2039120895,1089557.5247122229,659670.7958141452,67427054.68410236,137047753.12525415,64.70900000000006,-272.0,64.70900000000006,272.0,64.70900000000006,698.0,45166.88200000004,74.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,1900,2100,69.42500019099998,200.0,5058.060328993301,324.5155745045221,0.06415810674387705,2530.402229260819,11800.008655627418,17522.013370591187,145.56762123437696,782999.3864758672,1362400.4455072186,-450183.95114105544,125333959.90422787,155757255.69987231,69.43600000000004,317.0,69.43600000000004,317.0,69.43600000000004,704.0,48882.944000000025,90.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2000,2200,58.241000174999954,200.0,4171.901837305966,201.59443252480958,0.0483219501288627,2027.9909392516242,11300.005257078423,18790.01277216137,3149.442054068644,740496.6522524266,1363900.4035482702,207842.25031299275,104669526.89535415,178199710.1681233,58.235000000000014,193.0,58.235000000000014,193.0,58.235000000000014,537.0,31272.195000000007,92.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2100,2300,50.52800011700003,200.0,6350.453734092835,317.03481758475675,0.04992317570675843,3028.2683711219865,12960.004589447959,29390.019797002147,9218.1131496279,886246.6502448508,2912587.4681453416,2157806.117195246,130194093.46399206,328623321.6045651,50.41899999999998,313.0,50.41899999999998,313.0,50.41899999999998,1406.0,70889.11399999997,89.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2200,2400,79.56999993300008,200.0,10077.585300753559,431.40275819238803,0.0428081475192405,4970.045014306177,19970.009318615663,49364.00120435054,14941.174643710583,1313496.0898636442,3748100.126320214,-1156441.8186161486,247000996.75739762,460439900.8781952,79.57600000000002,424.0,79.57600000000002,424.0,79.57600000000002,1283.0,102096.00800000003,94.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2300,2500,97.37699985300014,200.0,9372.526949100617,392.27782326432884,0.04185400857150607,4482.699097910507,19970.009318615663,49376.00121021006,11991.559754713686,1240499.763609571,3764000.0994006884,-59227.284685681916,235425356.84120867,471798169.92416734,97.375,380.0,97.375,380.0,97.375,1219.0,118700.125,92.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2400,2600,72.65799999000001,200.0,5727.030203466617,225.08931699438784,0.039302973617659547,2486.527714506034,10260.018730469326,23558.001942358722,21945.81255109159,811980.1796945301,2281518.131349483,5273704.41683619,115000104.14036325,383286492.7404265,72.77500000000009,213.0,72.77500000000009,213.0,72.77500000000009,1121.0,81580.7750000001,91.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2500,2700,70.32800006999992,200.0,6355.891569971274,131.40245669316832,0.020674118689183712,2907.298491730928,12370.04349919485,34818.00685061975,6805.40530311833,1140434.9280604606,3411420.8042657063,1498462.5405076833,140176531.44271296,515560007.2811487,70.32499999999982,-111.0,70.32499999999982,111.0,70.32499999999982,1558.0,109566.34999999971,91.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2600,2800,228.89899992999995,200.0,6860.003376478867,384.55628333964324,0.05605773965916472,3171.5112983557133,18910.004032895555,43442.00548595544,-3407.7284778846747,1535000.3015453292,3471520.4825853957,924629.613868909,197800106.968568,539559668.8485029,228.91599999999994,309.0,228.91599999999994,309.0,228.91599999999994,1558.0,356651.1279999999,96.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2700,2900,211.24300003000008,200.0,4487.156405673838,297.77502490302976,0.06636163262027252,2054.5065507036384,12400.020334938987,18906.00426344626,3634.63289380492,944502.1765450882,1801493.6957381994,358811.5127825297,148600153.38786325,226880652.51904786,211.11599999999999,210.0,211.11599999999999,210.0,211.11599999999999,804.0,169737.264,99.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2800,3000,42.48099995000007,200.0,3867.0769145713975,490.851120932814,0.12693078823523138,1888.8426218121374,9160.02851856438,16336.003874107784,-10100.480994316784,466390.93083934585,1279871.958194834,348202.7726082488,99986601.04216404,166058241.4060656,42.58899999999994,-489.0,42.58899999999994,489.0,42.58899999999994,758.0,32282.461999999956,76.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,2900,3100,71.16100000999995,200.0,4224.249438044099,163.26698334017206,0.038649939056574156,2035.9520341044042,8260.026767697547,37566.00158157077,1842.337805371601,476204.64536478766,1537201.2175972953,-1346777.0058803898,68201888.7275973,231759946.2650685,71.04300000000012,-147.0,71.04300000000012,147.0,71.04300000000012,970.0,68911.71000000012,83.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3000,3200,78.48000002000003,200.0,4865.424651950743,573.3966674615401,0.11785130969639875,2358.150634057491,10790.005369482606,37566.00158157077,5925.6579617316875,869741.1427124134,1533592.08141186,-1385195.700924861,105984457.3490078,217356689.84468836,78.48399999999992,568.0,78.48399999999992,568.0,78.48399999999992,970.0,76129.47999999992,104.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3100,3300,49.32100009999999,200.0,4838.689089391757,183.7450722713401,0.037974143177369885,2352.1854437978363,11810.005105615308,17008.003498064703,7779.547816478492,926857.3134113958,1583386.2780074193,713114.9808446418,117187836.30756034,156684217.74929708,49.327999999999975,177.0,49.327999999999975,177.0,49.327999999999975,804.0,39659.71199999998,84.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3200,3400,65.58800006000001,200.0,6305.149722525655,1098.9586570426568,0.17429541016552524,3067.509993037909,14710.0039355538,22404.002809735906,1024.0213589485784,1231762.5293589581,1583395.4075863166,-697092.2451438252,128211037.9666649,188120249.6977924,65.58299999999986,-1097.0,65.58299999999986,1097.0,65.58299999999986,1187.0,77847.02099999983,80.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3300,3500,83.28999997000005,200.0,7081.208318362409,95.43393241400041,0.013477068901719635,3422.253040821487,14700.004041155908,31998.001857861622,12443.383246218154,1137499.5008318531,2185099.9201796083,-172322.92491212956,123200060.52415721,196024348.46340793,83.61599999999999,46.0,83.61599999999999,46.0,83.61599999999999,1256.0,105021.69599999998,98.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3400,3600,65.83299994999993,200.0,5985.183102799852,469.6391796943692,0.07846696945239207,2841.941265375163,12150.004890020984,26314.002259263558,10954.297299020665,772039.1941730626,2192599.935449264,816825.0026192735,119443690.67903249,270904755.06834733,65.84799999999996,465.0,65.84799999999996,465.0,65.84799999999996,1253.0,82507.54399999995,99.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3500,3700,77.87199998000006,200.0,7072.798394938183,668.5638789412722,0.09452607604646922,3251.79155026636,12640.006071058358,28818.002098683857,3568.514553184168,772039.1941730626,2604800.2259350372,1969523.5052493277,120419521.29083337,423959900.1758793,77.9849999999999,-664.0,77.9849999999999,664.0,77.9849999999999,1088.0,84847.67999999989,75.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3600,3800,90.17599987999984,200.0,7704.734486842592,408.0896394862286,0.05296608730425753,3544.496937049044,11730.008613777509,29838.00199262673,-3879.5895518681073,887503.0562181618,2284699.7412458044,1721174.4578166727,120200143.23762573,423959900.1758793,90.18399999999997,398.0,90.18399999999997,398.0,90.18399999999997,1204.0,108581.53599999996,81.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3700,3900,66.85700010999994,200.0,5931.732457464457,369.1232477438938,0.06222857325255647,2891.8996297236467,11220.0190944462,21450.011031432743,2206.144496411828,789481.9968451218,1736500.0800256676,-80797.17040723728,107131560.49304111,166546522.45278472,66.95499999999993,363.0,66.95499999999993,363.0,66.95499999999993,1188.0,79542.53999999992,93.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3800,4000,47.28900004000002,200.0,6110.402731948134,721.563230660349,0.1180876715192058,3056.142077541402,11720.020275250721,23916.00248395465,147.39193575957148,772872.7836346151,1893199.535755286,12982.620437330628,122399813.04989073,229329695.8017812,47.471000000000004,-720.0,47.471000000000004,720.0,47.471000000000004,1428.0,67788.588,86.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,3900,4100,53.8019998100001,200.0,5907.738618716756,857.6883213154998,0.14518047880422338,2895.6073268396535,14240.004175065953,24726.002403497867,-12543.179236558191,675558.7773522107,1897698.725075057,741086.7951423728,132999727.23872148,273875710.12107444,53.78899999999999,-856.0,53.78899999999999,856.0,53.78899999999999,1040.0,55940.55999999998,82.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4000,4200,58.881999969999924,200.0,4549.283295589984,120.3259125251083,0.026449421745563893,2179.0369140353732,10600.005476029613,19150.012345034276,-7257.480424916926,621274.1669761771,1821501.1625403326,-7317.881063929367,115348101.25979686,179481542.71430406,58.7650000000001,-105.0,58.7650000000001,105.0,58.7650000000001,742.0,43603.63000000008,91.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4100,4300,46.624000069999965,200.0,5108.203261211012,70.5922349908261,0.01381938646155021,2500.363374556209,11600.006969177615,22126.00290134266,1851.7505245452728,976002.2678321083,1875697.7300076701,1049582.280056927,140200848.52332395,255156856.08521473,46.62900000000013,-53.0,46.62900000000013,53.0,46.62900000000013,732.0,34132.428000000094,98.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4200,4400,50.98199986999998,200.0,5274.757346684542,217.02397398444256,0.0411438782337264,2582.631799394929,11650.004974131512,24684.00125310714,4108.772266287662,976002.2678321083,2459073.6882682936,206952.7776927119,140400240.96850488,262319732.05820146,50.77800000000002,211.0,50.77800000000002,211.0,50.77800000000002,630.0,31990.140000000014,102.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4300,4500,51.71799994000003,200.0,6363.041135805752,1115.1996851667418,0.17526205808907191,2989.166447711544,13760.004372148669,30020.007915350507,6646.821070313304,1121235.9199112237,3003301.5843028734,1782067.6645781442,223027205.81184393,371640270.65093684,51.71399999999994,1114.0,51.71399999999994,1114.0,51.71399999999994,1569.0,81139.26599999992,94.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4400,4600,258.7560000400001,200.0,7866.941868545677,274.96403415901506,0.03495183245962466,3398.238415067581,15490.014561212522,41198.004974451134,9906.075402400093,1080736.1123648158,4079999.8431069036,1214206.275856411,204412463.40762565,524080809.86030483,258.759,93.0,258.759,93.0,258.759,1539.0,398230.101,92.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4500,4700,281.37700010000003,200.0,6651.789352766698,286.14356823280156,0.04301753303624761,2759.5159793576663,11840.34786287914,29748.009116151406,-5129.329150295147,758836.16014767,2656741.471258414,1607861.1856559583,144450793.0747617,441208069.47908944,281.3789999999999,-52.0,281.3789999999999,52.0,281.3789999999999,1491.0,419536.08899999986,104.0,0.010050251256281407
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4600,4800,66.8650000099999,200.0,4774.1076583914155,928.4029098451814,0.19446627019676319,2286.8957565093224,7910.033765616523,25286.010832611275,-2898.226982112753,602978.8633438305,1531052.8911374023,814675.2946427988,94600384.75232096,252157836.49482155,66.75299999999993,926.0,66.75299999999993,926.0,66.75299999999993,951.0,63482.10299999993,89.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4700,4900,57.35300016999963,200.0,5514.960956979693,1043.5768125614904,0.18922650961667234,2540.7442239141496,10210.039526281334,28706.008497715313,1735.5520194814378,695002.4234425278,2325200.1165422425,4022691.0621821517,157359614.73086074,447160237.58146703,57.346000000000004,-1042.0,57.346000000000004,1042.0,57.346000000000004,1699.0,97430.854,90.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4800,5000,68.24900006999997,200.0,4236.889260894187,1367.703988076733,0.32280852858261433,1856.0851509695112,8710.006145342417,16836.014197039487,964.6289210167503,529984.6370523138,1212687.6260948123,2605947.996300232,88398718.33340755,228986678.81708235,68.2510000000002,-1366.0,68.2510000000002,1366.0,68.2510000000002,1699.0,115958.44900000034,103.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,4900,5100,64.30400013000008,200.0,4015.3489899344277,753.7373176651133,0.18771402424909078,1808.335987551786,7840.262647417286,12112.003955859731,5716.509733110471,538862.4925638452,1132236.073950318,1374729.494296399,82780016.5733993,172839815.8675541,64.17900000000009,751.0,64.17900000000009,751.0,64.17900000000009,1225.0,78619.27500000011,95.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5000,5200,451.1510000200001,200.0,6574.281188062427,550.8147002622568,0.08378325850473593,3060.3450548073665,11710.006583341488,42102.001419850276,4000.8902926915584,930151.502849073,3112299.8569955355,4140646.034003456,157200128.67830545,433040116.92757237,451.15499999999975,-316.0,451.15499999999975,316.0,451.15499999999975,1235.0,557176.4249999997,84.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5100,5300,434.50399995,200.0,5505.8633416287,723.1058505371119,0.13133378103845356,2479.733202385438,10140.037788000818,32202.00188103345,189.9029814711886,784499.8206700251,1839000.2395700181,496593.5344889958,105999413.84667212,314312216.17669743,434.509,-578.0,434.509,578.0,434.509,1018.0,442330.162,93.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5200,5400,62.11899996000011,200.0,4254.672666927336,202.78884470305564,0.04766261956633831,1754.0027232304592,7560.035787094978,11672.006658345212,-7350.165346317592,474077.6343914571,858971.3419598567,1449406.0363497904,61797654.85495087,146896899.21830696,62.24400000000014,193.0,62.24400000000014,193.0,62.24400000000014,1052.0,65480.68800000015,92.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5300,5500,88.1360001600001,200.0,4889.062974148862,144.95883036227906,0.029649614073035124,2082.3051421191276,9020.010270818811,15290.002893299932,-8063.203885781599,606188.9752013308,1155955.7149178055,2352158.9324113475,79222274.33202097,245949586.59728396,88.25,-115.0,88.25,115.0,88.25,1022.0,90191.5,82.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5400,5600,78.1449999800002,200.0,3607.356155471679,157.71815330202168,0.04372125914509245,1754.998740238557,9020.02996077619,12776.003999128036,1051.1811591918622,574693.3105026822,1062526.7727578478,-186855.51645048262,80911767.27373256,136242903.75089455,78.14100000000008,-137.0,78.14100000000008,137.0,78.14100000000008,448.0,35007.168000000034,86.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5500,5700,108.70700002000012,200.0,3584.4601239497365,109.71888677889491,0.03060959893117602,1718.9689748196665,9050.028003269312,16608.02912519691,2250.594305215378,699995.2595463754,1346899.9507175256,832208.5393191797,94913318.03109916,230039589.19593352,108.54599999999982,-16.0,108.54599999999982,16.0,108.54599999999982,436.0,47326.055999999924,93.0,0.010050251256281407
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5600,5800,138.39299987999993,200.0,4016.4467267509663,210.7902163787495,0.05248176577939191,1941.8381832068683,8750.025227047017,21970.010820323474,-3037.9820536734046,708999.3633621987,1578700.4981970706,225674.52028820285,95265402.9613983,230039589.19593352,138.38900000000012,159.0,138.38900000000012,159.0,138.38900000000012,598.0,82756.62200000008,93.0,0.010050251256281407
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5700,5900,130.3859999199999,200.0,3571.098322754512,130.63019645166295,0.03657983753046132,1672.6970332123763,7900.005785124442,15214.018031742617,-1004.6216906972543,585998.4048659495,1075100.9068525624,775472.4963218415,74268288.86880152,164200831.17912024,130.38500000000022,8.0,130.38500000000022,8.0,130.38500000000022,637.0,83055.24500000014,95.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5800,6000,80.47399998000037,200.0,3935.356122400749,81.35487831101479,0.020672812264162906,1954.5533457086124,8630.00670269857,14610.00442358063,803.5558573403084,695987.8943998109,1245996.527190577,-412941.5009589385,76198012.69260335,142456007.7791576,80.46500000000015,-12.0,80.46500000000015,12.0,80.46500000000015,472.0,37979.48000000007,87.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,5900,6100,88.88700009000013,200.0,6814.345322209598,146.936225353042,0.02156277946087372,3346.2690072195855,14420.00419563295,35984.0016512691,-2563.6434248369083,956402.3145962238,2464198.273540217,40293.781179151105,143003258.80387628,287040241.58696735,88.88899999999967,117.0,88.88899999999967,117.0,88.88899999999967,1379.0,122577.93099999955,82.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,6000,6200,115.24200010000004,200.0,8035.159004685012,177.5056450060108,0.022091117910985166,3866.5580940870623,20370.000351050192,43458.00136706414,-4295.61562010825,1077000.500609203,3950905.4913879056,2196456.8603896513,209207294.8853379,412815276.3510043,115.2529999999997,-135.0,115.2529999999997,135.0,115.2529999999997,1379.0,158933.88699999958,102.0,0.005025125628140704
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,6100,6300,89.88100004999978,200.0,8962.326630014766,261.9080994242064,0.029223226315706695,4344.780278029813,21930.00350575808,47260.00128037372,10919.964811657588,1231768.0012013868,4706731.954765942,1798211.2249288138,202399581.34081915,477135005.1883768,89.88799999999992,-246.0,89.88799999999992,246.0,89.88799999999992,1191.0,107056.6079999999,104.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,6200,6400,77.98500014000001,200.0,9395.617776792784,928.2814790008471,0.09879940851720323,4595.480848587332,22280.004159386706,47260.00128037372,17242.134849293197,1434499.7962435498,4706731.954765942,1916774.3360352651,216989730.0440935,475399930.01031584,77.98399999999992,925.0,77.98399999999992,925.0,77.98399999999992,1208.0,94204.6719999999,88.0,0.0
user12,Data/Balabit_dataset_refined(Scroll)/training_files/user12/session_2144641057.csv,6300,6500,72.31999993,200.0,8224.649241564408,1059.4511525672149,0.1288141440990737,4063.2791254581243,19750.003058043312,51302.00525321978,13630.648030126895,984493.3280466452,4280732.404782417,1851915.0606418466,186739091.4939823,471559457.27162975,72.02599999999984,1057.0,72.02599999999984,1057.0,72.02599999999984,1683.0,121219.75799999973,73.0,0.0
