claimed_user,user_id,session_id,window_id,trust,residual,score,label,best_tau
s002,s002,7,40,0.9993003555936147,0.20565742254257202,-0.20565742254257202,1,0.7517373830080031
s002,s002,2,3,0.07641005529045836,0.9390819072723389,-0.9390819072723389,1,0.7517373830080031
s002,s002,7,46,0.999672295609279,0.14861315488815308,-0.14861315488815308,1,0.7517373830080031
s002,s002,6,15,0.8026505152748675,0.6462728977203369,-0.6462728977203369,1,0.7517373830080031
s002,s002,5,42,0.9976257788696087,0.29763472080230713,-0.29763472080230713,1,0.7517373830080031
s002,s002,1,14,8.675206604072539e-18,3.705017566680908,-3.705017566680908,1,0.7517373830080031
s002,s002,7,16,0.9982169274228778,0.2760655879974365,-0.2760655879974365,1,0.7517373830080031
s002,s002,2,39,0.999731792876905,0.13354744017124176,-0.13354744017124176,1,0.7517373830080031
s002,s002,6,24,0.9964876887986739,0.32715892791748047,-0.32715892791748047,1,0.7517373830080031
s002,s002,4,17,0.9997819490514247,0.11798039078712463,-0.11798039078712463,1,0.7517373830080031
s002,s002,7,29,0.9901208271122847,0.40538203716278076,-0.40538203716278076,1,0.7517373830080031
s002,s002,8,44,2.6391296051223702e-05,1.5442527532577515,-1.5442527532577515,1,0.7517373830080031
s002,s002,3,35,0.9998463791857017,0.09164658933877945,-0.09164658933877945,1,0.7517373830080031
s002,s002,7,7,0.9957150218233853,0.34216487407684326,-0.34216487407684326,1,0.7517373830080031
s002,s002,8,34,3.413410114552184e-06,1.6980090141296387,-1.6980090141296387,1,0.7517373830080031
s002,s002,7,20,0.965490515750874,0.5013034343719482,-0.5013034343719482,1,0.7517373830080031
s002,s002,5,44,0.28679430228742087,0.8202210068702698,-0.8202210068702698,1,0.7517373830080031
s002,s002,2,5,0.9996615601628394,0.15103714168071747,-0.15103714168071747,1,0.7517373830080031
s002,s002,2,1,1.333549663401875e-19,4.01888370513916,-4.01888370513916,1,0.7517373830080031
s002,s002,4,25,0.9933567688591801,0.37530553340911865,-0.37530553340911865,1,0.7517373830080031
s002,s002,4,40,0.9996525518130673,0.15301257371902466,-0.15301257371902466,1,0.7517373830080031
s002,s002,8,48,0.0034313156646875132,1.1780757904052734,-1.1780757904052734,1,0.7517373830080031
s002,s002,4,38,0.9947740252367908,0.35715988278388977,-0.35715988278388977,1,0.7517373830080031
s002,s002,4,20,0.9996051292490647,0.16263408958911896,-0.16263408958911896,1,0.7517373830080031
s002,s002,2,9,0.9993709305237837,0.19765885174274445,-0.19765885174274445,1,0.7517373830080031
s002,s002,1,49,0.9993385700144681,0.20143218338489532,-0.20143218338489532,1,0.7517373830080031
s002,s002,7,45,0.9981802944537278,0.2775971293449402,-0.2775971293449402,1,0.7517373830080031
s002,s002,5,36,0.9995283540406588,0.17599599063396454,-0.17599599063396454,1,0.7517373830080031
s002,s002,6,3,0.9884413375746934,0.4173124134540558,-0.4173124134540558,1,0.7517373830080031
s002,s002,1,22,0.9975292793368129,0.3006369471549988,-0.3006369471549988,1,0.7517373830080031
s002,s002,7,14,0.9995428677789246,0.1736452728509903,-0.1736452728509903,1,0.7517373830080031
s002,s002,4,11,0.9997723760108401,0.12121105194091797,-0.12121105194091797,1,0.7517373830080031
s002,s002,6,27,0.9479208549470686,0.533620297908783,-0.533620297908783,1,0.7517373830080031
s002,s002,4,42,0.9996190758268779,0.15992993116378784,-0.15992993116378784,1,0.7517373830080031
s002,s002,6,44,0.9894368427790432,0.41046637296676636,-0.41046637296676636,1,0.7517373830080031
s002,s002,7,44,0.9987296012242817,0.250542551279068,-0.250542551279068,1,0.7517373830080031
s002,s002,6,8,0.5711712825944331,0.7301902174949646,-0.7301902174949646,1,0.7517373830080031
s002,s002,7,9,0.9993760815842581,0.1970403790473938,-0.1970403790473938,1,0.7517373830080031
s002,s002,3,50,0.9995463107356419,0.17307668924331665,-0.17307668924331665,1,0.7517373830080031
s002,s002,3,31,0.9993302321133546,0.20237451791763306,-0.20237451791763306,1,0.7517373830080031
s002,s002,4,2,0.9994367107468761,0.18935108184814453,-0.18935108184814453,1,0.7517373830080031
s002,s002,8,10,0.00010833302575512741,1.438088059425354,-1.438088059425354,1,0.7517373830080031
s002,s002,2,50,0.9999038471636502,0.056419737637043,-0.056419737637043,1,0.7517373830080031
s002,s002,8,23,0.003431521731689658,1.1780712604522705,-1.1780712604522705,1,0.7517373830080031
s002,s002,2,38,0.9998894770589285,0.06689132750034332,-0.06689132750034332,1,0.7517373830080031
s002,s002,7,31,0.9990792309440764,0.2263195514678955,-0.2263195514678955,1,0.7517373830080031
s002,s002,5,15,0.9972618048205687,0.30838415026664734,-0.30838415026664734,1,0.7517373830080031
s002,s002,3,22,0.9995874320189874,0.16593122482299805,-0.16593122482299805,1,0.7517373830080031
s002,s002,8,50,9.291695580758925e-07,1.7958234548568726,-1.7958234548568726,1,0.7517373830080031
s002,s002,1,21,0.8267108858875278,0.6342788934707642,-0.6342788934707642,1,0.7517373830080031
s002,s002,4,39,0.9997000908539999,0.14194823801517487,-0.14194823801517487,1,0.7517373830080031
s002,s002,2,22,0.9998685315650344,0.07993882894515991,-0.07993882894515991,1,0.7517373830080031
s002,s002,3,7,4.453282164536771e-13,2.8896758556365967,-2.8896758556365967,1,0.7517373830080031
s002,s002,6,21,0.9981574250571541,0.27853772044181824,-0.27853772044181824,1,0.7517373830080031
s002,s002,7,49,0.9801556135665405,0.458575576543808,-0.458575576543808,1,0.7517373830080031
s002,s002,3,3,0.9992444638833968,0.2114391326904297,-0.2114391326904297,1,0.7517373830080031
s002,s021,6,2,0.9454758632796623,0.5372633337974548,-0.5372633337974548,0,0.7517373830080031
s002,s042,6,15,0.06322430672034333,0.954387366771698,-0.954387366771698,0,0.7517373830080031
s002,s036,8,16,5.115490986087411e-120,21.400304794311523,-21.400304794311523,0,0.7517373830080031
s002,s056,3,7,0.2988011281052735,0.8158615827560425,-0.8158615827560425,0,0.7517373830080031
s002,s055,7,9,2.5549648755267533e-07,1.8928790092468262,-1.8928790092468262,0,0.7517373830080031
s002,s033,7,10,3.3118718272802643e-12,2.7388429641723633,-2.7388429641723633,0,0.7517373830080031
s002,s016,7,9,6.870424719899178e-05,1.472325086593628,-1.472325086593628,0,0.7517373830080031
s002,s049,7,44,0.018147247138807405,1.0517499446868896,-1.0517499446868896,0,0.7517373830080031
s002,s015,2,4,0.03613605683126171,0.9985823035240173,-0.9985823035240173,0,0.7517373830080031
s002,s056,5,2,0.9130338941146033,0.5749847888946533,-0.5749847888946533,0,0.7517373830080031
s002,s048,2,42,0.9982955187917326,0.27267104387283325,-0.27267104387283325,0,0.7517373830080031
s002,s010,6,21,0.004880449287858797,1.151483178138733,-1.151483178138733,0,0.7517373830080031
s002,s050,4,11,0.9980414748741131,0.2831341326236725,-0.2831341326236725,0,0.7517373830080031
s002,s016,6,27,1.565954181868644e-36,6.949403762817383,-6.949403762817383,0,0.7517373830080031
s002,s039,6,3,0.988569908768673,0.4164617657661438,-0.4164617657661438,0,0.7517373830080031
s002,s021,1,21,0.002409152659553815,1.2047394514083862,-1.2047394514083862,0,0.7517373830080031
s002,s004,2,38,0.9753137266145465,0.475360244512558,-0.475360244512558,0,0.7517373830080031
s002,s028,6,27,5.1618471750790565e-05,1.4938209056854248,-1.4938209056854248,0,0.7517373830080031
s002,s025,1,50,0.0990195554998422,0.9177334904670715,-0.9177334904670715,0,0.7517373830080031
s002,s010,7,31,0.0266661402120795,1.0221623182296753,-1.0221623182296753,0,0.7517373830080031
s002,s042,2,1,3.3918314793724124e-37,7.064397811889648,-7.064397811889648,0,0.7517373830080031
s002,s051,1,50,0.9607667012896048,0.5113162994384766,-0.5113162994384766,0,0.7517373830080031
s002,s032,7,31,0.7521929255514705,0.6682687997817993,-0.6682687997817993,0,0.7517373830080031
s002,s012,2,4,0.01492812850275685,1.0666753053665161,-1.0666753053665161,0,0.7517373830080031
s002,s050,2,39,0.981143241960733,0.4546622633934021,-0.4546622633934021,0,0.7517373830080031
s002,s041,7,29,0.0012822830064239924,1.2522313594818115,-1.2522313594818115,0,0.7517373830080031
s002,s005,8,34,0.0005559291878079232,1.3151129484176636,-1.3151129484176636,0,0.7517373830080031
s002,s046,8,41,0.9996545224264799,0.15258485078811646,-0.15258485078811646,0,0.7517373830080031
s002,s054,4,2,0.06861761319919618,0.947799563407898,-0.947799563407898,0,0.7517373830080031
s002,s034,7,49,2.9354846185537728e-06,1.709348201751709,-1.709348201751709,0,0.7517373830080031
s002,s029,7,7,0.00012406147954755278,1.4278957843780518,-1.4278957843780518,0,0.7517373830080031
s002,s027,7,49,0.9880979095923433,0.41953954100608826,-0.41953954100608826,0,0.7517373830080031
s002,s039,5,15,0.9171650200251669,0.5709868669509888,-0.5709868669509888,0,0.7517373830080031
s002,s013,2,39,5.329293228289117e-07,1.8376127481460571,-1.8376127481460571,0,0.7517373830080031
s002,s049,6,2,1.4865492740526055e-51,9.549724578857422,-9.549724578857422,0,0.7517373830080031
s002,s003,8,50,5.0306640240827366e-23,4.611450672149658,-4.611450672149658,0,0.7517373830080031
s002,s053,4,40,7.709870776127048e-07,1.8098523616790771,-1.8098523616790771,0,0.7517373830080031
s002,s004,8,41,0.06725972180897064,0.9494116306304932,-0.9494116306304932,0,0.7517373830080031
s002,s033,1,49,2.5931227317078247e-50,9.334803581237793,-9.334803581237793,0,0.7517373830080031
s002,s016,3,7,5.921620194882386e-56,10.31129264831543,-10.31129264831543,0,0.7517373830080031
s002,s043,6,8,4.956571448763822e-17,3.574002504348755,-3.574002504348755,0,0.7517373830080031
s002,s046,4,25,0.9237754489105753,0.5641950368881226,-0.5641950368881226,0,0.7517373830080031
s002,s047,6,24,0.883482858985371,0.5994479060173035,-0.5994479060173035,0,0.7517373830080031
s002,s054,7,16,0.09158930462270737,0.9242146611213684,-0.9242146611213684,0,0.7517373830080031
s002,s010,4,42,0.031860047025715085,1.0083823204040527,-1.0083823204040527,0,0.7517373830080031
s002,s028,5,44,9.404505940770025e-05,1.4487214088439941,-1.4487214088439941,0,0.7517373830080031
s002,s043,3,35,5.152312818795477e-10,2.35943341255188,-2.35943341255188,0,0.7517373830080031
s002,s010,3,22,1.6709938024943353e-05,1.5786101818084717,-1.5786101818084717,0,0.7517373830080031
s002,s010,3,31,0.00024517071972824186,1.3766800165176392,-1.3766800165176392,0,0.7517373830080031
s002,s022,4,2,1.6736480622263803e-184,32.56230545043945,-32.56230545043945,0,0.7517373830080031
s002,s028,2,5,1.1257645930792101e-13,2.9930531978607178,-2.9930531978607178,0,0.7517373830080031
s002,s037,2,1,1.646511198452463e-37,7.11872673034668,-7.11872673034668,0,0.7517373830080031
s002,s050,8,48,0.9803690500960633,0.457746297121048,-0.457746297121048,0,0.7517373830080031
s002,s015,7,10,3.1976830056560134e-05,1.5298206806182861,-1.5298206806182861,0,0.7517373830080031
s002,s012,5,18,0.0002049371092749973,1.3901580572128296,-1.3901580572128296,0,0.7517373830080031
s002,s033,7,44,7.430884438709873e-21,4.23593807220459,-4.23593807220459,0,0.7517373830080031
s002,s030,7,46,3.315205720879494e-16,3.431143045425415,-3.431143045425415,0,0.7517373830080031
s002,s051,6,3,1.740320995913678e-07,1.921743392944336,-1.921743392944336,0,0.7517373830080031
s002,s040,4,11,0.49787435894425497,0.7523765563964844,-0.7523765563964844,0,0.7517373830080031
s002,s008,6,8,0.1117070906930904,0.9076042175292969,-0.9076042175292969,0,0.7517373830080031
s002,s008,7,4,2.6340288670333495e-05,1.5443981885910034,-1.5443981885910034,0,0.7517373830080031
s002,s015,6,21,7.153863006320019e-07,1.815479040145874,-1.815479040145874,0,0.7517373830080031
s002,s037,5,6,0.9989070759692921,0.23921748995780945,-0.23921748995780945,0,0.7517373830080031
s002,s003,4,25,0.004584381785382133,1.1562100648880005,-1.1562100648880005,0,0.7517373830080031
s002,s022,4,17,5.835471620711913e-119,21.21731185913086,-21.21731185913086,0,0.7517373830080031
s002,s057,4,38,0.016817857593729446,1.0575706958770752,-1.0575706958770752,0,0.7517373830080031
s002,s030,4,25,3.969632285899882e-12,2.725224494934082,-2.725224494934082,0,0.7517373830080031
s002,s053,8,34,1.1476940836105458e-05,1.6068506240844727,-1.6068506240844727,0,0.7517373830080031
s002,s016,8,34,0.6458811793401016,0.7065592408180237,-0.7065592408180237,0,0.7517373830080031
s002,s005,1,14,3.314374072418744e-05,1.5271261930465698,-1.5271261930465698,0,0.7517373830080031
s002,s027,7,44,0.9992472938705242,0.21115681529045105,-0.21115681529045105,0,0.7517373830080031
s002,s053,2,1,5.384246037634777e-05,1.490649700164795,-1.490649700164795,0,0.7517373830080031
s002,s007,3,3,0.9716599769410009,0.48601844906806946,-0.48601844906806946,0,0.7517373830080031
s002,s057,1,22,4.7878818310562925e-14,3.057323694229126,-3.057323694229126,0,0.7517373830080031
s002,s019,3,31,0.6935039577942271,0.6903541088104248,-0.6903541088104248,0,0.7517373830080031
s002,s035,2,3,0.8775601366762358,0.6036807894706726,-0.6036807894706726,0,0.7517373830080031
s002,s022,7,4,1.879562110067486e-40,7.62805700302124,-7.62805700302124,0,0.7517373830080031
s002,s011,3,3,7.371901157824068e-06,1.6401276588439941,-1.6401276588439941,0,0.7517373830080031
s002,s044,3,6,4.161552546265015e-10,2.3754873275756836,-2.3754873275756836,0,0.7517373830080031
s002,s032,7,16,0.812803274114068,0.6413576006889343,-0.6413576006889343,0,0.7517373830080031
s003,s003,5,13,0.9852375693065901,0.43071097135543823,-0.43071097135543823,1,0.7427072212551579
s003,s003,6,46,0.9966880882152308,0.31885072588920593,-0.31885072588920593,1,0.7427072212551579
s003,s003,8,15,0.09726552545899442,0.9081811904907227,-0.9081811904907227,1,0.7427072212551579
s003,s003,6,2,0.2083899231195699,0.841833233833313,-0.841833233833313,1,0.7427072212551579
s003,s003,8,41,0.9879225676347554,0.4155992269515991,-0.4155992269515991,1,0.7427072212551579
s003,s003,8,16,0.9810986602539451,0.44937944412231445,-0.44937944412231445,1,0.7427072212551579
s003,s003,7,4,0.9939848986626103,0.3633733093738556,-0.3633733093738556,1,0.7427072212551579
s003,s003,6,20,0.9993749763831712,0.19480498135089874,-0.19480498135089874,1,0.7427072212551579
s003,s003,5,2,0.6758330236117973,0.6881414651870728,-0.6881414651870728,1,0.7427072212551579
s003,s003,4,12,0.9972763993919673,0.30428171157836914,-0.30428171157836914,1,0.7427072212551579
s003,s003,1,44,0.9997612407188291,0.12330307066440582,-0.12330307066440582,1,0.7427072212551579
s003,s003,5,18,0.997389892266236,0.3011120557785034,-0.3011120557785034,1,0.7427072212551579
s003,s003,4,41,0.999443908036509,0.1861208975315094,-0.1861208975315094,1,0.7427072212551579
s003,s003,7,10,0.9957178183778385,0.3380059599876404,-0.3380059599876404,1,0.7427072212551579
s003,s003,6,10,0.9989680571863867,0.23207524418830872,-0.23207524418830872,1,0.7427072212551579
s003,s003,3,6,1.2386276837467538e-06,1.7529008388519287,-1.7529008388519287,1,0.7427072212551579
s003,s003,2,4,6.30883842075452e-06,1.6319916248321533,-1.6319916248321533,1,0.7427072212551579
s003,s003,1,2,7.089261236925073e-12,2.6494178771972656,-2.6494178771972656,1,0.7427072212551579
s003,s003,1,50,0.9653855870176324,0.4955151379108429,-0.4955151379108429,1,0.7427072212551579
s003,s003,2,31,0.9986789866121843,0.2504383325576782,-0.2504383325576782,1,0.7427072212551579
s003,s003,5,6,1.8688205213679342e-09,2.2353971004486084,-2.2353971004486084,1,0.7427072212551579
s003,s003,1,35,0.6826955942790558,0.6858019232749939,-0.6858019232749939,1,0.7427072212551579
s003,s003,6,14,0.9985205683714565,0.2588619291782379,-0.2588619291782379,1,0.7427072212551579
s003,s003,2,42,0.9996527915723981,0.15112324059009552,-0.15112324059009552,1,0.7427072212551579
s003,s003,7,40,0.8984309808471691,0.580803632736206,-0.580803632736206,1,0.7427072212551579
s003,s003,2,3,0.09882391482083255,0.9068723320960999,-0.9068723320960999,1,0.7427072212551579
s003,s003,7,46,0.5051812583910024,0.7411679029464722,-0.7411679029464722,1,0.7427072212551579
s003,s003,6,15,0.9989814565819093,0.2311035543680191,-0.2311035543680191,1,0.7427072212551579
s003,s003,5,42,0.8393352767716595,0.6199161410331726,-0.6199161410331726,1,0.7427072212551579
s003,s003,1,14,0.9742508957464663,0.47286170721054077,-0.47286170721054077,1,0.7427072212551579
s003,s003,7,16,0.28098984553137996,0.8124887943267822,-0.8124887943267822,1,0.7427072212551579
s003,s003,2,39,5.400807855032773e-06,1.6435335874557495,-1.6435335874557495,1,0.7427072212551579
s003,s003,6,24,0.9990688290641684,0.22443601489067078,-0.22443601489067078,1,0.7427072212551579
s003,s003,4,17,0.9710433997771251,0.48182588815689087,-0.48182588815689087,1,0.7427072212551579
s003,s003,7,29,0.023198440779702525,1.0204944610595703,-1.0204944610595703,1,0.7427072212551579
s003,s003,8,44,0.1265508030208515,0.8861838579177856,-0.8861838579177856,1,0.7427072212551579
s003,s003,3,35,0.9386729588179898,0.5400784015655518,-0.5400784015655518,1,0.7427072212551579
s003,s003,7,7,0.9800667830898829,0.4534054398536682,-0.4534054398536682,1,0.7427072212551579
s003,s003,8,34,0.8090314900424025,0.6354804039001465,-0.6354804039001465,1,0.7427072212551579
s003,s003,7,20,0.8986749534947558,0.5806048512458801,-0.5806048512458801,1,0.7427072212551579
s003,s003,5,44,0.9980702548212929,0.27863138914108276,-0.27863138914108276,1,0.7427072212551579
s003,s003,2,5,8.733982818205227e-15,3.146965980529785,-3.146965980529785,1,0.7427072212551579
s003,s003,2,1,0.9543220181238418,0.5169699192047119,-0.5169699192047119,1,0.7427072212551579
s003,s003,4,25,0.0007782365439877793,1.2743148803710938,-1.2743148803710938,1,0.7427072212551579
s003,s003,4,40,0.9971266587769275,0.30826789140701294,-0.30826789140701294,1,0.7427072212551579
s003,s003,8,48,0.9832505623916817,0.4402397572994232,-0.4402397572994232,1,0.7427072212551579
s003,s003,4,38,0.9941213002427796,0.36165952682495117,-0.36165952682495117,1,0.7427072212551579
s003,s003,4,20,0.9993677914440733,0.19565442204475403,-0.19565442204475403,1,0.7427072212551579
s003,s003,2,9,0.8912647354866875,0.5864620208740234,-0.5864620208740234,1,0.7427072212551579
s003,s003,1,49,0.9993683164000202,0.19559268653392792,-0.19559268653392792,1,0.7427072212551579
s003,s003,7,45,0.9491138522957855,0.5253956913948059,-0.5253956913948059,1,0.7427072212551579
s003,s003,5,36,0.9941606128203551,0.36115825176239014,-0.36115825176239014,1,0.7427072212551579
s003,s003,6,3,0.9946858886669933,0.3541182577610016,-0.3541182577610016,1,0.7427072212551579
s003,s003,1,22,0.005642597747328234,1.126816987991333,-1.126816987991333,1,0.7427072212551579
s003,s003,7,14,0.9869902682340271,0.4211920499801636,-0.4211920499801636,1,0.7427072212551579
s003,s003,4,11,0.998982119430368,0.2310551553964615,-0.2310551553964615,1,0.7427072212551579
s003,s003,6,27,0.9963432631636525,0.3262326121330261,-0.3262326121330261,1,0.7427072212551579
s003,s003,4,42,0.9992080081376867,0.2124018520116806,-0.2124018520116806,1,0.7427072212551579
s003,s003,6,44,0.9974642003494114,0.2989614009857178,-0.2989614009857178,1,0.7427072212551579
s003,s003,7,44,0.8380362777687931,0.6206292510032654,-0.6206292510032654,1,0.7427072212551579
s003,s003,6,8,0.9991971281495762,0.21341601014137268,-0.21341601014137268,1,0.7427072212551579
s003,s003,7,9,0.6807892763438358,0.6864544749259949,-0.6864544749259949,1,0.7427072212551579
s003,s003,3,50,0.9961379454924679,0.33030518889427185,-0.33030518889427185,1,0.7427072212551579
s003,s003,3,31,0.9943905625562932,0.358157217502594,-0.358157217502594,1,0.7427072212551579
s003,s003,4,2,0.9966994216177562,0.318595290184021,-0.318595290184021,1,0.7427072212551579
s003,s003,8,10,0.9725159344179959,0.4778370261192322,-0.4778370261192322,1,0.7427072212551579
s003,s003,2,50,0.9951241320408297,0.34769323468208313,-0.34769323468208313,1,0.7427072212551579
s003,s003,8,23,0.37451329969057723,0.7808008790016174,-0.7808008790016174,1,0.7427072212551579
s003,s003,2,38,6.247109752053949e-32,6.079103469848633,-6.079103469848633,1,0.7427072212551579
s003,s003,7,31,1.24701797987212e-05,1.5813839435577393,-1.5813839435577393,1,0.7427072212551579
s003,s003,5,15,0.8341097575949642,0.6227571368217468,-0.6227571368217468,1,0.7427072212551579
s003,s003,3,22,0.9991605820767342,0.21672478318214417,-0.21672478318214417,1,0.7427072212551579
s003,s003,8,50,0.9940642909422228,0.3623805642127991,-0.3623805642127991,1,0.7427072212551579
s003,s003,1,21,0.3392967811465359,0.792203426361084,-0.792203426361084,1,0.7427072212551579
s003,s003,4,39,0.9960001933630157,0.3329184055328369,-0.3329184055328369,1,0.7427072212551579
s003,s003,2,22,0.9996330394550438,0.15523403882980347,-0.15523403882980347,1,0.7427072212551579
s003,s003,3,7,0.9996820242564686,0.14458894729614258,-0.14458894729614258,1,0.7427072212551579
s003,s003,6,21,0.9978045672839363,0.28823143243789673,-0.28823143243789673,1,0.7427072212551579
s003,s003,7,49,0.0030488092298649318,1.1727310419082642,-1.1727310419082642,1,0.7427072212551579
s003,s003,3,3,0.9538212573678159,0.5178186893463135,-0.5178186893463135,1,0.7427072212551579
s003,s021,6,2,1.6429626064002102e-09,2.2449636459350586,-2.2449636459350586,0,0.7427072212551579
s003,s042,6,15,0.0014274439086142958,1.2292132377624512,-1.2292132377624512,0,0.7427072212551579
s003,s036,8,16,5.771130432018869e-106,18.740074157714844,-18.740074157714844,0,0.7427072212551579
s003,s056,3,7,0.034404576122362786,0.99036705493927,-0.99036705493927,0,0.7427072212551579
s003,s055,7,9,1.407179361414158e-06,1.7434251308441162,-1.7434251308441162,0,0.7427072212551579
s003,s033,7,10,4.076236778044057e-12,2.6905198097229004,-2.6905198097229004,0,0.7427072212551579
s003,s016,7,9,2.6065402740534224e-15,3.23677396774292,-3.23677396774292,0,0.7427072212551579
s003,s049,7,44,1.7287287574139808e-10,2.412199020385742,-2.412199020385742,0,0.7427072212551579
s003,s015,2,4,7.364522765578321e-11,2.475574016571045,-2.475574016571045,0,0.7427072212551579
s003,s056,5,2,1.988422492749768e-06,1.7177456617355347,-1.7177456617355347,0,0.7427072212551579
s003,s048,2,42,0.0003213179468112766,1.3400486707687378,-1.3400486707687378,0,0.7427072212551579
s003,s010,6,21,1.7390034403696702e-10,2.4117588996887207,-2.4117588996887207,0,0.7427072212551579
s003,s050,4,11,2.6130475819560547e-05,1.5264402627944946,-1.5264402627944946,0,0.7427072212551579
s003,s016,6,27,3.515141039407926e-26,5.095724105834961,-5.095724105834961,0,0.7427072212551579
s003,s039,6,3,3.945670459444261e-07,1.8378643989562988,-1.8378643989562988,0,0.7427072212551579
s003,s021,1,21,4.374612842796056e-11,2.51425838470459,-2.51425838470459,0,0.7427072212551579
s003,s004,2,38,0.2704733512069283,0.8164002895355225,-0.8164002895355225,0,0.7427072212551579
s003,s028,6,27,2.7189616218041873e-13,2.891608476638794,-2.891608476638794,0,0.7427072212551579
s003,s025,1,50,1.8014226642952306e-13,2.9221837520599365,-2.9221837520599365,0,0.7427072212551579
s003,s010,7,31,6.2298342970264705e-09,2.1459720134735107,-2.1459720134735107,0,0.7427072212551579
s003,s042,2,1,1.4715404821680783e-39,7.38358736038208,-7.38358736038208,0,0.7427072212551579
s003,s051,1,50,6.615207580571262e-08,1.9704995155334473,-1.9704995155334473,0,0.7427072212551579
s003,s032,7,31,0.9994673255283162,0.1829237937927246,-0.1829237937927246,0,0.7427072212551579
s003,s012,2,4,2.0404616534170904e-05,1.5448108911514282,-1.5448108911514282,0,0.7427072212551579
s003,s050,2,39,0.0005411978035947886,1.3013110160827637,-1.3013110160827637,0,0.7427072212551579
s003,s041,7,29,0.9710559774998035,0.4817926585674286,-0.4817926585674286,0,0.7427072212551579
s003,s005,8,34,0.6434653965005019,0.6988550424575806,-0.6988550424575806,0,0.7427072212551579
s003,s046,8,41,0.6880353678638433,0.6839627623558044,-0.6839627623558044,0,0.7427072212551579
s003,s054,4,2,4.429673716341666e-14,3.0263733863830566,-3.0263733863830566,0,0.7427072212551579
s003,s034,7,49,0.003934278230775276,1.1537277698516846,-1.1537277698516846,0,0.7427072212551579
s003,s029,7,7,1.0474287041040198e-09,2.278397560119629,-2.278397560119629,0,0.7427072212551579
s003,s027,7,49,0.9972884695732873,0.3039509356021881,-0.3039509356021881,0,0.7427072212551579
s003,s039,5,15,1.914785403228104e-05,1.549532413482666,-1.549532413482666,0,0.7427072212551579
s003,s013,2,39,1.5924432909606434e-11,2.5893125534057617,-2.5893125534057617,0,0.7427072212551579
s003,s049,6,2,7.276215989371328e-48,8.804012298583984,-8.804012298583984,0,0.7427072212551579
s003,s002,8,50,0.0007881406310717344,1.2733749151229858,-1.2733749151229858,0,0.7427072212551579
s003,s053,4,40,7.62831648368995e-08,1.9599162340164185,-1.9599162340164185,0,0.7427072212551579
s003,s004,8,41,0.9908775784124075,0.3945367932319641,-0.3945367932319641,0,0.7427072212551579
s003,s033,1,49,3.964985553137838e-31,5.9418535232543945,-5.9418535232543945,0,0.7427072212551579
s003,s016,3,7,8.617520244071813e-63,11.356666564941406,-11.356666564941406,0,0.7427072212551579
s003,s043,6,8,6.414016480896379e-29,5.564101219177246,-5.564101219177246,0,0.7427072212551579
s003,s046,4,25,3.7693289332053257e-06,1.6702452898025513,-1.6702452898025513,0,0.7427072212551579
